,Title,ReviewDate,Stay Date,comments,Restaurant_Name,Review_Sentiment
2537,b'Was exited to see a TGIF.  Reality was different ',"b'Reviewed January 21, 2020 '",b'Date of visit: January 2020',[b'We were hungry and found the TGIF In Galle Face Mall.  Not too far from the Kingsbury Hotel we were saying in. I ordered a rack of bacon topped ribs and my date ordered buttery shrimp and chicken.  \n\nMy date complained that her food looked...nothing like the picture.  The buttery shrimp was just bland fried shrimp. No taste. Not buttery. And the chicken was just a few sliced chunks of chicken.  Nothing special at all. \n\nMy rack of bacon topped ribs looked nice but arrived COLD.  I don\xe2\x80\x99t mean warm like room temperature I mean cold like they were precooked and tossed in an oven for two minutes.  At least the fries were hot. I called the waiter asked him to touch the ribs.  He wouldn\xe2\x80\x99t. Took them away and came back with a new plate of food about ten minutes later.  They were served with the smallest portion of cole slaw I ever saw in my life.  And the worst tasting dipping sauce. I have no idea what flavor it was but not good.  At least the replacement dish was hotter and the meat came off the bone pretty easily.  \n\nAlso had a loaded bake potato skins side that was basically a sliced bake potato with some bacon and a small dish of sour cream.  \n\nOverall this TGIF doesn\xe2\x80\x99t meet the standards for food service as a US based concept.  The food just doesn\xe2\x80\x99t cut it and there is much room for improvement.  Sadly my excitement was dashed once the food arrived.More'],TGI Friday's,NEGATIVE
2538,b'Poor Customer Service',"b'Reviewed December 29, 2019 '",b'Date of visit: December 2019',"[b'We stayed to get our beer tower for 25min and then he served the tower without glasses, asked for glasses three times but didn\xe2\x80\x99t receive it for 15min more\nAnd this was at their new outlet in One Galle Face']",TGI Friday's,NEGATIVE
2539,b'Cozy place for food and drink',"b'Reviewed October 2, 2019 '",b'Date of visit: September 2019',[b'The branch does not disappoint in terms of the menu items and the quality of the food. They also have nice promos for drinks. Its a welcome change of tastes after indulging in local cuisine.'],TGI Friday's,POSITIVE
2540,b'Zero',"b'Reviewed September 20, 2019 '",b'Date of visit: September 2019',[b'We had a very bad experience with one of the waiter:  hes very rude and impolite and dont know how to talk with customers!!  so we directly left the restaurant even we ordered after he talked to us in this bad way.\n The manager ran...behind us few minutes later to apologize and try to convince us to go back and continue the diner but we didnt accept!!  \n** they should be responsible of their staff and train them well and how to communicate with customers specially tourist.More'],TGI Friday's,NEGATIVE
2541,b'Best place For American meals',"b'Reviewed August 29, 2019 '",b'Date of visit: August 2019',"[b'TGI Fridays is a restaurant famous for American foods, I would like to recommend this place if your interested in burgers, It\xe2\x80\x99s a good place with a good atmosphere, normally it won\xe2\x80\x99t get too busy anytime, one of a best place for dates! And if...you like music you will surely be impressed, there them is based on rock music, as every other TGI Fridays restaurant, and there price range is not so bad, I think you will be surely satisfied, but they are taking so long to prepare a single dish, on that case I can\xe2\x80\x99t put 5 stars on this restaurant!More']",TGI Friday's,NEGATIVE
2542,b'Dining Experience',"b'Reviewed August 13, 2019 '",b'Date of visit: August 2019',[b'My dining experience at this location  was very bad. I asked to be seated at an empty table and I was told by the manager that was not possible because it was a weekend and he was saving the seats for other guests who might...come later.  I asked if the tables were reserved and he said no.More'],TGI Friday's,NEGATIVE
2543,"b'Jack Daniels Chicken, All day, Everyday '","b'Reviewed July 3, 2019 '",b'Date of visit: June 2019',"[b'We visited TGIF for the 5th time or so. As usual we were greeted with a loud \xe2\x80\x98WELCOME TO TGIF\xe2\x80\x99 , this time we visited with a baby and we were immediately directed to a seat until a table became available. The staff are lovely...and attentive. Our usual is the jack Daniels chicken and the Jack Daniels Chicken and Shrimp. The portions seemed quite smaller than the last time we visited, but there was no compromise to the taste!!! Still the best chicken in Colombo!!More']",TGI Friday's,POSITIVE
2544,b'Really good foods',"b'Reviewed July 2, 2019 '",b'Date of visit: May 2019',[b'I went to tgi Friday with my family. Really delicious food and great service from them.the place was amazing. Thanks for everything.'],TGI Friday's,POSITIVE
2545,b'Dinner for two',"b'Reviewed September 21, 2020 '",b'Date of visit: August 2020',"[b""Bit on the pricy side but one of the best restaurants for crabs in Sri Lanka. You can select the crab from their daily catch and ask them to cook according to your preference. We had prawns and crab 2 curries and roast paan which...was the best combo for dinner. Everything was delicious and worth the price. Better to make a reservation prior to your visit since it's almost always full.More""]",Ministry of Crab,POSITIVE
2546,b'Third visit. Cannot get enough!!!',"b'Reviewed August 16, 2020 '",b'Date of visit: August 2020',[b'Just read all the other great reviews. They are true!\n\nBy far the best crab in Sri Lanka.  Excellent service. Exciting ambience not spoiled by there Covid precautions.\n\nAmazing tiger prawns.  Luscious lagoon crab.  Cold crisp white wine. What more could you want?'],Ministry of Crab,POSITIVE
2547,b'Tasty crab but pricy Good ambience ',"b'Reviewed August 14, 2020 '",b'Date of visit: August 2020',[b'Tasty crab but pricy Good choice of crab\nGood service Helpful staff especially Funza who was exceptional \nDr Asokawi'],Ministry of Crab,POSITIVE
2548,b'We had an excellent lunch.',"b'Reviewed July 23, 2020 '",b'Date of visit: July 2020',[b'We had an excellent lunch.  We were looked after very well by the manager and the waiters.  The various crab sides we had were very tasty.   Thank you the manager JAY.'],Ministry of Crab,POSITIVE
2549,b'A must visit when in Colombo!',"b'Reviewed June 26, 2020 '",b'Date of visit: December 2019',"[b'I was in Colombo for a short 2-day work trip and was flying out of Colombo on a Friday after work. By hook or crook, I needed to leave for the airport at 9pm that night. Checked out of the hotel and got to the...restaurant at 7:45pm. I did not have a reservation and the restaurant was super packed! I literally had to beg for a table and I told them I only have an hour before I had to leave for the airport. Lucky for me, they were kind enough to give me a table for 1 but I had to wait until their customer was done. I only ended having to wait 15mins. Ordered their black pepper crab (the smallest size since it\xe2\x80\x99s just for me alone), the fried rice and stir-fried morning glory and my oh my, it was one of the best meals I\xe2\x80\x99ve ever had in my entire life! The crab was so juicy and fresh! And I completely underestimated their portion! It was too much for one person to eat in an hour but I made sure I finished the crab. I would love to go to Colombo again but I\xe2\x80\x99ll make sure it\xe2\x80\x99s NOT for work. Oh and yes, please do make a reservation, especially if you\xe2\x80\x99re going on a weekend.More']",Ministry of Crab,POSITIVE
2550,b'A must go restaurant in Bangkok!!!',"b'Reviewed June 14, 2020 '",b'Date of visit: June 2020',"[b'We were welcomed by Ray with a kind smile and a very inviting presence. We were seated and briefed on each sauce all influenced from Sri Lanka. We ordered the 1kg crab with pepper sauce, clay pot prawn curry and toasted bread. My wife and...I are global travels with Sri Lanka being one of our favorite food spots. The food was a 10. The service was a 10, the atmosphere was a 10.  I will be back and if you decide to come to Bangkok this is a must stop restaurant.More', b'Dear Mr. Von Lee, \n\nThank you for visiting our Bangkok outpost, and for taking the time to review your dining experience with us. We value your feedback greatly. \n\nWe are thrilled that you had an enjoyable experience in Bangkok and we will be sure to...More']",Ministry of Crab,POSITIVE
2551,b'Wow',"b'Reviewed June 10, 2020 '",b'Date of visit: June 2020',"[b'Loved the food and thr vibes.ate alllllot kf crab and rice. Cool seating .orange branding very eye ca4chingMore', b'Dear Steve T, \n\nThank you for visiting Ministry of Crab and taking the time to write a great review of your dining experience. Your feedback is greatly appreciated, especially in the current circumstances, and we will be sure to pass it along to the rest...More']",Ministry of Crab,POSITIVE
2552,b'The best in Colombo for last couple of year',"b'Reviewed May 27, 2020 '",b'Date of visit: May 2020',"[b'The benchmark for all restaurants to follow, consistently wonderful food and superb service, to top it all of great ambiance.\nKeep it up MOC and hope some menu items from MOC mumbai does trickle down to first MOC colombo.More', b'Dear FiyazIsmath,\n\nIt gives us great pleasure in knowing that you enjoyed dining with us and shared great memories at our restaurant. We appreciate your having taken the time to visit our restaurant and to share your experience, in these current circumstances. We value guest...More']",Ministry of Crab,POSITIVE
2553,b'Soooooooo Disappointed',"b'Reviewed April 18, 2020 '",b'Date of visit: February 2020',"[b""Okay so maybe this was doomed from the start.  Because the restaurant is so highly rated I wanted my husband to see it ... but he's allergic to seafood.  I called and they assured me that they had options.  I went through the computer reservation...and then paid to secure the reservation.  Just before the date (5 weeks later) I called again to make sure they had options and they said no worries.   We get there and there are no salads or soup that doesn't have seafood in it but they said they could prepare a salad.  What came out was half an avocado on a plate.  Then the only other options they had was chicken (chicken thighs) the cheapest thing ever.  We walked out and went around the corner and had a fantastic meal at their competitors.More"", b'Dear Ms. Linda G,\n\nWe sincerely apologize for the unfulfilling experience that you had when you dined with us  . Ministry of Crab is a restaurant that strives to offer the best possible dining experience to our guests, and to that extent we are continuously...More']",Ministry of Crab,POSITIVE
